candidate_id,candidate_name,initial_cuisine,initial_business_type,initial_price_band,initial_priority,observed_source_roles,observed_address_bases,district_language_observed,dine_in_language_observed,closure_language_observed,tfda_exact_address_match_count,tfda_exact_address_registered_names,tfda_strong_name_lead_count,tfda_strong_name_addresses,provisional_brand_domain,measurement_domain_status,review_status,eligibility_decision,exclusion_reason_code,reviewer,evidence_boundary
012,一蘭拉麵－台灣台北本店,日式,連鎖／飯店,$$,P1 優先,brand|round2,台北市信義區松仁路97號|台北市信義區松壽路11號,true,false,false,95,香港商一蘭有限公司|塞席爾商堯熙股份有限公司|快樂地健康食品股份有限公司|東客股份有限公司|京王品餐飲股份有限公司|聚食育樂食品股份有限公司|奎士股份有限公司|康丞生醫企業有限公司|極味鮮股份有限公司|揪起來娛樂股份有限公司|咿啵喲鬆餅店|翰林國際企業股份有限公司,0,,ichiran.com.tw,brand_root_candidate_needs_manual_confirmation,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
013,Texas Roadhouse,西式,連鎖／飯店,$$,P1 優先,brand|round2|round1,台北市信義區松高路16號,true,true,false,15,軒寓閣樓府旺股份有限公司|新味股份有限公司|台灣壹番屋股份有限公司|星期五股份有限公司|豐達食品有限公司|杰立餐飲股份有限公司|新銳國際餐飲股份有限公司|閎麥股份有限公司|百富通股份有限公司|海先股份有限公司|亞洲藏壽司股份有限公司|路德斯股份有限公司,0,,texasroadhouse.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
014,彩日本料理－台北君悅酒店,日式,連鎖／飯店,$$$,P1 優先,support|round2,台北市信義區西村里松壽路2號,true,true,false,8,豐隆大飯店股份有限公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
015,INPARADISE 饗饗,自助餐,連鎖／飯店,$$$$,P1 優先,brand|round1,台北市信義區忠孝東路五段68號,true,true,false,30,二十一世紀生活事業股份有限公司|史華格餐飲股份有限公司|雅荃有限公司|永心鳳茶有限公司|首侖創意有限公司|歐嬤德式美食有限公司|初嶼有限公司|台灣樂天皇朝有限公司|王座國際餐飲股份有限公司|香味股份有限公司|臺虎精釀股份有限公司|橘焱胡同國際股份有限公司,0,,inparadise.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
016,Top Cap Steakhouse,西式,獨立／地方品牌,$$$,P2 補足多樣性,support|round2|round1,台北市信義區松高路19號,true,true,false,40,輕徠輕食|尊榮股份有限公司|雙印食品有限公司|卜卜角股份有限公司|豊漁股份有限公司|新光三越百貨股份有限公司|詩特莉食品股份有限公司|鰻將餐飲有限公司|夜上海餐飲有限公司|睿軒信義股份有限公司|富客餐飲股份有限公司|雪坊志業股份有限公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
017,海底撈台灣信義店（微風南山）,鍋物,連鎖／飯店,$$,P1 優先,,,false,false,false,0,,0,,,no_confirmed_brand_root,source_gap,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
018,鼎泰豐（信義新光A4店）,台／中式,連鎖／飯店,$$,P1 優先,brand|support|round2,台北市信義區松高路19號,true,true,false,40,輕徠輕食|尊榮股份有限公司|雙印食品有限公司|卜卜角股份有限公司|豊漁股份有限公司|新光三越百貨股份有限公司|詩特莉食品股份有限公司|鰻將餐飲有限公司|夜上海餐飲有限公司|睿軒信義股份有限公司|富客餐飲股份有限公司|雪坊志業股份有限公司,3,台北市信義區市府路45號B1|台北市信義區松高路19號B2|台北市信義區松仁路58號1樓,dintaifung.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
019,泰集 Thai Bazaar（微風信義店）,東南／南亞,連鎖／飯店,$$,P1 優先,round2|round1,台北市信義區忠孝東路五段68號,true,true,true,30,二十一世紀生活事業股份有限公司|史華格餐飲股份有限公司|雅荃有限公司|永心鳳茶有限公司|首侖創意有限公司|歐嬤德式美食有限公司|初嶼有限公司|台灣樂天皇朝有限公司|王座國際餐飲股份有限公司|香味股份有限公司|臺虎精釀股份有限公司|橘焱胡同國際股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
020,探索廚房－台北寒舍艾美酒店,自助餐,連鎖／飯店,$$$,P1 優先,support|round2,台北市信義區松仁路38號,true,true,false,6,寒舍餐旅管理顧問股份有限公司信義分公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
021,勞瑞斯牛肋排餐廳,台／中式,連鎖／飯店,$$$$,P1 優先,brand|round2|round1,台北市信義區松仁路28號,true,true,false,27,艾斯奇餐飲股份有限公司|翠寶國際股份有限公司|震欣股份有限公司|初衣食午股份有限公司|梅門養生館股份有限公司|庭茂農業生技股份有限公司|悠旅生活事業股份有限公司|廷寶國際企業股份有限公司|富美佳貿易股份有限公司|食逸股份有限公司|非凡品樂有限公司|鼎霖全球商貿有限公司,3,台北市信義區松仁路26號6F|台北市信義區松仁路28號6樓,lawrys.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
022,CÉ LA VI Taipei,西式,獨立／地方品牌,$$$$,P2 補足多樣性,brand|round2|round1,台北市信義區松智路17號,true,true,false,82,欣欣坊餐飲股份有限公司|台灣北壽心股份有限公司|小器生活創意股份有限公司|寶貝香股份有限公司|安心食品服務股份有限公司|東客股份有限公司|富士南山餐飲有限公司|加一國際股份有限公司|饗御股份有限公司|米迪兒國際有限公司|盛合國際餐飲股份有限公司|津樂道股份有限公司,0,,starfishconcept.com,shared_group_root_needs_manual_scope_decision,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
023,侯布雄法式餐廳,西式,連鎖／飯店,$$$$,P1 優先,support|round2|round1,台北市信義區松仁路28號,true,true,false,27,艾斯奇餐飲股份有限公司|翠寶國際股份有限公司|震欣股份有限公司|初衣食午股份有限公司|梅門養生館股份有限公司|庭茂農業生技股份有限公司|悠旅生活事業股份有限公司|廷寶國際企業股份有限公司|富美佳貿易股份有限公司|食逸股份有限公司|非凡品樂有限公司|鼎霖全球商貿有限公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
024,老乾杯－台北信義店,燒肉／鐵板,連鎖／飯店,$$$,P1 優先,brand|support|round2,台北市信義區松壽路9號,true,true,false,25,食昌企業股份有限公司|豊漁股份有限公司|新光三越百貨股份有限公司|美商蒂芙尼國際股份有限公司|瓦城泰統股份有限公司新竹二分公司|欣葉國際餐飲股份有限公司|橘色極品鍋物股份有限公司|太平興業有限公司|有民餐飲事業股份有限公司|勝成餐飲股份有限公司|雪里夫有限公司|兩班家有限公司,0,,kanpaiclassic.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
025,French Windows－British TeaHouse,咖啡／輕食,獨立／地方品牌,$$,P3 備援／先驗證,round2,台北市信義區忠孝東路四段553巷22弄51之1號,true,true,true,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
026,欣葉台菜－信義A9店,台／中式,連鎖／飯店,$$,P1 優先,brand|support|round2|round1,,true,true,false,0,,0,,shinyeh.com.tw,shared_group_root_needs_manual_scope_decision,higher_tier_page_observed_address_crosscheck_needed,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
027,Meat Love 橡木炭火韓國烤肉,燒肉／鐵板,獨立／地方品牌,$$,P2 補足多樣性,brand|round1,,false,true,false,0,,0,,meatlove.tw,brand_root_candidate_needs_manual_confirmation,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
028,Saffron 46,東南／南亞,獨立／地方品牌,$$$$,P2 補足多樣性,brand|round1,,true,false,false,0,,0,,saffron46.com,brand_root_candidate_needs_manual_confirmation,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
029,春水堂－松菸店,台／中式,連鎖／飯店,$$,P1 優先,round2,台北市信義區菸廠路88號,true,false,false,53,安永生活事業股份有限公司|侖典國際餐飲有限公司|天仁茶業股份有限公司|果樹媽媽食品有限公司|米塔興業股份有限公司|藝甸園有限公司|福利麵包食品有限公司|同興實業股份有限公司|台灣銘物企業股份有限公司|台灣東利多股份有限公司|吉夯國際有限公司|威太郎有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
030,Woolloomooloo,西式,獨立／地方品牌,$$,P2 補足多樣性,brand|round2|round1,台北市信義區信義路四段379號,true,true,false,0,,0,,woolloomooloo.tw,brand_root_candidate_needs_manual_confirmation,higher_tier_page_observed_address_crosscheck_needed,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
031,馬辣頂級麻辣鴛鴦火鍋信義店,鍋物,連鎖／飯店,$$,P1 優先,round2,台北市信義區松壽路22號,true,false,false,13,奧立娛樂股份有限公司火星咖啡分公司|辣十九國際開發股份有限公司|鼎王國際餐飲股份有限公司|大春事業股份有限公司|三澧企業股份有限公司|香港商赫士盟豚王拉麵股份有限公司|橘焱胡同國際股份有限公司|樂三實業股份有限公司|香港商赫士盟食品企業有限公司台北分公司|歡宴股份有限公司|蘇堤餐飲事業有限公司|筑員屋餐飲股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
032,饗食天堂信義店,自助餐,連鎖／飯店,$$,P1 優先,brand|round2|round1,台北市信義區松壽路12號,true,true,false,74,家康餐飲食有限公司|礽豐國際餐飲股份有限公司|瀧安有限公司|向鑫力有限公司|天仁茶業股份有限公司|刁民萊斯義餐飲有限公司|綺麗堂股份有限公司|鼎楓餐飲有限公司|街口味股份有限公司|元加治食品有限公司|和德昌股份有限公司|台灣薩莉亞餐飲股份有限公司,0,,eatogether.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
033,Smith & Wollensky 牛排館,西式,連鎖／飯店,$$$$,P1 優先,round2|round1,台北市信義區松智路17號,true,true,false,82,欣欣坊餐飲股份有限公司|台灣北壽心股份有限公司|小器生活創意股份有限公司|寶貝香股份有限公司|安心食品服務股份有限公司|東客股份有限公司|富士南山餐飲有限公司|加一國際股份有限公司|饗御股份有限公司|米迪兒國際有限公司|盛合國際餐飲股份有限公司|津樂道股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
034,頂鮮101美食美景餐廳,台／中式,獨立／地方品牌,$$$$,P3 備援／先驗證,round2|round1,台北市信義區信義路五段7號,true,true,false,23,二十一世紀生活事業股份有限公司|文東記國際股份有限公司|欣葉國際餐飲股份有限公司|隨意鳥地方股份有限公司|迷客夏國際股份有限公司|捌伍添第股份有限公司|聚禾豐股份有限公司|傑米小館有限公司|悠旅生活事業股份有限公司|喜想生機有限公司|艾克米企業有限公司|菜鳥書蒔有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
035,心潮飯店 Sinchao Rice Shoppe,台／中式,獨立／地方品牌,$$$,P2 補足多樣性,round2|round1,台北市信義區忠孝東路五段68號,true,true,false,30,二十一世紀生活事業股份有限公司|史華格餐飲股份有限公司|雅荃有限公司|永心鳳茶有限公司|首侖創意有限公司|歐嬤德式美食有限公司|初嶼有限公司|台灣樂天皇朝有限公司|王座國際餐飲股份有限公司|香味股份有限公司|臺虎精釀股份有限公司|橘焱胡同國際股份有限公司,2,台北市信義區忠孝東路五段68號|台北市信義區松智路17號四樓,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
036,Hooters Xinyi 美式餐廳,西式,連鎖／飯店,$$,P1 優先,brand|round2,,false,true,false,0,,0,,hooters.com.tw,brand_root_candidate_needs_manual_confirmation,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
037,凱林鐵板燒,燒肉／鐵板,獨立／地方品牌,$$,P3 備援／先驗證,brand|round1,,false,false,false,0,,0,,karenteppanyaki.com,brand_root_candidate_needs_manual_confirmation,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
038,DA ANTONIO By 大安東尼,台／中式,獨立／地方品牌,$$,P2 補足多樣性,support|round2,,false,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
039,樂天皇朝台灣,台／中式,獨立／地方品牌,$$,P2 補足多樣性,brand|round2,,false,true,false,0,,0,,paradisegp.com,shared_group_root_needs_manual_scope_decision,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
040,TGI Friday's,西式,連鎖／飯店,$$,P1 優先,brand|round2,,false,true,false,0,,0,,tgifridays.com.tw,brand_root_candidate_needs_manual_confirmation,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
041,欣葉日本料理信義店,日式,連鎖／飯店,$$,P1 優先,brand|round2|round1,,true,true,false,0,,0,,shinyeh.com.tw,shared_group_root_needs_manual_scope_decision,higher_tier_page_observed_address_crosscheck_needed,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
042,莫爾頓牛排館,西式,連鎖／飯店,$$$$,P1 優先,round2|round1,台北市信義區忠孝東路五段68號,true,true,false,30,二十一世紀生活事業股份有限公司|史華格餐飲股份有限公司|雅荃有限公司|永心鳳茶有限公司|首侖創意有限公司|歐嬤德式美食有限公司|初嶼有限公司|台灣樂天皇朝有限公司|王座國際餐飲股份有限公司|香味股份有限公司|臺虎精釀股份有限公司|橘焱胡同國際股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
043,春水堂－信義新光三越A9店,台／中式,連鎖／飯店,$$,P1 優先,support|round2,,true,true,false,0,,0,,,no_confirmed_brand_root,higher_tier_page_observed_address_crosscheck_needed,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
044,瓦城泰國料理－台北阪急店,東南／南亞,連鎖／飯店,$$,P1 優先,brand|round2,,false,true,false,0,,0,,thaitown.com.tw,brand_root_candidate_needs_manual_confirmation,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
045,GB鮮釀餐廳信義店,台／中式,連鎖／飯店,$$,P1 優先,,,false,false,false,0,,0,,,no_confirmed_brand_root,source_gap,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
046,Bel Air Bar & Grill,西式,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
047,茶苑－台北君悅酒店,咖啡／輕食,連鎖／飯店,$$$,P1 優先,support|round2,台北市信義區松壽路2號,true,true,false,1,黑橋牌企業股份有限公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
048,漂亮台式海鮮餐廳,台／中式,獨立／地方品牌,$$,P2 補足多樣性,,,false,false,false,0,,0,,,no_confirmed_brand_root,source_gap,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
049,燒肉同話－台北光復南店,燒肉／鐵板,連鎖／飯店,$$,P1 優先,round2,,false,false,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
050,厲家菜,台／中式,獨立／地方品牌,$$,P3 備援／先驗證,support|round2|round1,台北市信義區松仁路28號,true,true,false,27,艾斯奇餐飲股份有限公司|翠寶國際股份有限公司|震欣股份有限公司|初衣食午股份有限公司|梅門養生館股份有限公司|庭茂農業生技股份有限公司|悠旅生活事業股份有限公司|廷寶國際企業股份有限公司|富美佳貿易股份有限公司|食逸股份有限公司|非凡品樂有限公司|鼎霖全球商貿有限公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
051,小南門傳統豆花美食,咖啡／輕食,獨立／地方品牌,$,P2 補足多樣性,round2,,false,false,false,0,,2,台北市信義區忠孝東路5段8號B2|台北市信義區松仁路58號b308櫃,,no_confirmed_brand_root,government_name_lead_needs_store_identity_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
052,徐淮人家,台／中式,獨立／地方品牌,$$,P3 備援／先驗證,round2|round1,,false,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
053,夜上海,台／中式,獨立／地方品牌,$$,P2 補足多樣性,brand|round1,,true,true,false,0,,1,台北市信義區松高路19號新天地A4館5樓,elite-concepts.com,shared_group_root_needs_manual_scope_decision,higher_tier_page_observed_address_crosscheck_needed,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
054,Joyce East,西式,獨立／地方品牌,$$,P2 補足多樣性,brand|round2|round1,台北市信義區信義路五段128號,true,true,false,0,,0,,joycecafetw.com,brand_root_candidate_needs_manual_confirmation,higher_tier_page_observed_address_crosscheck_needed,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
055,添好運台北信義店,台／中式,連鎖／飯店,$$,P1 優先,round2,,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
056,Ziga Zaga－台北君悅酒店,台／中式,連鎖／飯店,$$$,P1 優先,round2,,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
057,原木燒烤餐廳 Wildwood,台／中式,獨立／地方品牌,$$$,P2 補足多樣性,brand|round2,台北市信義區松壽路9號,true,true,false,25,食昌企業股份有限公司|豊漁股份有限公司|新光三越百貨股份有限公司|美商蒂芙尼國際股份有限公司|瓦城泰統股份有限公司新竹二分公司|欣葉國際餐飲股份有限公司|橘色極品鍋物股份有限公司|太平興業有限公司|有民餐飲事業股份有限公司|勝成餐飲股份有限公司|雪里夫有限公司|兩班家有限公司,0,,wildwood.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
058,日本橋海鮮丼 辻半－微風信義店,日式,連鎖／飯店,$$,P1 優先,,,false,false,false,0,,0,,,no_confirmed_brand_root,source_gap,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
059,穆記小吃牛肉麵館,台／中式,獨立／地方品牌,$,P2 補足多樣性,round1,台北市信義區吳興街239號,true,false,false,3,傳于膳食品股份有限公司|穆記國際有限公司|穆記小吃店,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
060,橘色涮涮屋新光三越A9店,鍋物,連鎖／飯店,$$$,P1 優先,,,false,false,false,0,,0,,,no_confirmed_brand_root,source_gap,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
061,時時香－微風南山店,台／中式,連鎖／飯店,$$,P1 優先,brand|round2,台北市信義區松智路17號,true,true,false,82,欣欣坊餐飲股份有限公司|台灣北壽心股份有限公司|小器生活創意股份有限公司|寶貝香股份有限公司|安心食品服務股份有限公司|東客股份有限公司|富士南山餐飲有限公司|加一國際股份有限公司|饗御股份有限公司|米迪兒國際有限公司|盛合國際餐飲股份有限公司|津樂道股份有限公司,0,,ricebar.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
062,L.A PHO 越南美食餐廳,東南／南亞,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,台北市信義區松壽路30號,true,true,false,4,富錦樹文創科技股份有限公司|橘焱胡同國際股份有限公司|香港商一幻亞洲股份有限公司|敏勝有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
063,寒舍食譜－台北寒舍艾美酒店,台／中式,連鎖／飯店,$$$,P1 優先,support|round2,台北市信義區松仁路38號,true,true,false,6,寒舍餐旅管理顧問股份有限公司信義分公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
064,The Ukai Taipei,燒肉／鐵板,連鎖／飯店,$$$$,P1 優先,brand|round1,台北市信義區松智路17號,true,true,false,82,欣欣坊餐飲股份有限公司|台灣北壽心股份有限公司|小器生活創意股份有限公司|寶貝香股份有限公司|安心食品服務股份有限公司|東客股份有限公司|富士南山餐飲有限公司|加一國際股份有限公司|饗御股份有限公司|米迪兒國際有限公司|盛合國際餐飲股份有限公司|津樂道股份有限公司,0,,ukai.co.jp,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
