candidate_id,candidate_name,search_status,lead_count,lead_1_url,lead_1_domain,lead_1_title,lead_2_url,lead_2_domain,lead_2_title,lead_3_url,lead_3_domain,lead_3_title,verification_status,reviewer,notes
016,Top Cap Steakhouse,success,3,https://hippolife.tw/taipei-food-topcapsteakhouse,hippolife.tw,【教父牛排 Top Cap Steakhouse】100分約會餐廳！信義高cp商業午餐！ | 河馬體驗,https://foodieteller.com/top-cap-steakhouse/,foodieteller.com,【2026台北教父牛排商業午餐菜單】Top Cap Steakhouse 米其林一星餐廳就在信義區新光三越A4！ - 波妮說食話,https://www.dannycompany.com.tw/home/top-cap-steakhouse/,dannycompany.com.tw,Top Cap Steakhouse | 教父牛排 Danny's Steakhouse,needs_direct_verification,,
017,海底撈台灣信義店（微風南山）,success,3,https://shouyadog.com/haidilao-taipei-nan-shan-birthday-celebration-review/,shouyadog.com,台北食記｜海底撈火鍋信義微風南山店：傳承台灣一號店精神！三月兩老慶生大禮包、川劇變臉、會跳動的蛙？初體驗驚喜全紀錄 – Shouyadog's everything,https://ifoodie.com.tw/explore/%E5%8F%B0%E5%8C%97%E5%B8%82/list/%E5%BE%AE%E9%A2%A8%E5%8D%97%E5%B1%B1%E7%BE%8E%E9%A3%9F,ifoodie.com.tw,台北微風南山美食 Top 15 推薦！ Smith & Wollensky 牛排館、海底撈 信義店... | 愛食記,https://gofind.com.tw/shopping/taipei-%E6%B5%B7%E5%BA%95%E6%92%88%E7%81%AB%E9%8D%8B-%E4%BF%A1%E7%BE%A9%E5%BE%AE%E9%A2%A8%E5%8D%97%E5%B1%B1%E5%BA%97,gofind.com.tw,海底撈火鍋 信義微風南山店 | 評價、推薦、地址 | GoFind 找地方,needs_direct_verification,,
018,鼎泰豐（信義新光A4店）,success,3,https://ifoodie.com.tw/restaurant/57716c802756dd5159c807a8-%E9%BC%8E%E6%B3%B0%E8%B1%90,ifoodie.com.tw,鼎泰豐 24hr線上訂位 - 台北信義區的中式料理 | 愛食記,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-KNf3CgtuFU5cea5_nVg/restaurants/-KNf3CgtuFU5cea5_nVh/takeout,rsv.skm.com.tw,鼎泰豐線上外帶｜台北信義新天地A4｜新光三越,https://fooday.app/zh-TW/reviews/miEk2U4ZKFnDEvYdC2WYhu,fooday.app,鼎泰豐 新光A4店 | 來自 Aaaaaaaa 的 5 顆星評論 | 台式料理 | 找餐廳用 Fooday,needs_direct_verification,,
019,泰集 Thai Bazaar（微風信義店）,success,3,https://maggieblog.tw/thai-bazaar/,maggieblog.tw,台北泰集Thai Bazaar微風信義店，泰國菜吃到飽，超厚月亮蝦餅，30道單點菜色不怕你吃，千元有找，CP值高 – 瑪姬幸福過日子,https://anikofoodie.com/thaibazaar/,anikofoodie.com,【台北美食】泰集微風信義店。台北泰式料理推薦！單點、吃到飽雙模式，信義區最美泰式餐廳 - ANIKO 艾妮可美味人生,https://biaolazylife.tw/thaibazaar/,biaolazylife.tw,【台北信義美食】泰集Thai Bazaar (微風信義店) | 走進時尚泰料理間 - 彪彪懶廢日常 My Lazy Life,needs_direct_verification,,
020,探索廚房－台北寒舍艾美酒店,success,3,https://www.tablecheck.com/zh-TW/le-meridien-taipei-latest-recipe/reserve/landing,tablecheck.com,探索廚房 - 台北寒舍艾美酒店 - TableCheck,https://www.wendyjourney.com/lemeridien-taipei/,wendyjourney.com,【寒舍艾美自助餐】2026改裝後探索廚房午晚餐菜單/價位/餐券折扣優惠 | Wendy's Journey,https://icecreamcat.tw/love-lemeridien/,icecreamcat.tw,改裝後【探索廚房吃到飽】台北寒舍艾美酒店飯店自助餐價格與訂位，信義區Buffet @冰淇淋貓的軟爛生活,needs_direct_verification,,
021,勞瑞斯牛肋排餐廳,success,3,https://anikofoodie.com/lawrys/,anikofoodie.com,【台北美食】Lawry's勞瑞斯牛肋排餐廳。信義區頂級牛排約會餐廳～美國90年老字號牛肋排！百萬餐車桌邊服務 - ANIKO 艾妮可美味人生,https://www.lawrys.com.tw/,lawrys.com.tw,首頁 | Lawry's Taipei 勞瑞斯餐廳,https://alinalife.tw/lawrys/,alinalife.tw,勞瑞斯牛肋排餐廳｜低溫熟成牛排經典好吃，約會首選 @Alina 愛琳娜,needs_direct_verification,,
022,CÉ LA VI Taipei,success,3,https://tw.celavi.com/,tw.celavi.com,"CÉ LA VI Taipei – Sky-High Dining, Cocktails & Nightlife with a View",https://omni-taipei.webnode.tw/ce-la-vi-taipei/,omni-taipei.webnode.tw,CE LA VI TAIPEI - Omni Taipei - Webnode,https://ifoodie.com.tw/blog/64428e0ab531b34a428a5f49-CELAVI-Taipei%EF%BC%8C%E4%BA%AB%E5%8F%97%E4%BA%9E%E6%B4%B2%E8%BE%9B%E9%A6%99,ifoodie.com.tw,台北市美食推薦 CÉ LA VI Taipei『CELAVI Taipei，享受亞洲辛香料帶給味蕾美妙的星級美味。微風南山48樓擁有360...』 希薇亞の食在玩味 | 愛食記,needs_direct_verification,,
023,侯布雄法式餐廳,success,3,https://www.bellavita.com.tw/catalogue/goodslist.php?d=199,bellavita.com.tw,侯布雄法式餐廳 - Bellavita,https://annieko.tw/latelier-de-joel-robuchon-taipei/,annieko.tw,侯布雄法式料理，米其林二星餐廳，質感約會餐廳推薦。 - 安妮的天空,https://www.bellavita.com.tw/cht/store.php?d=38,bellavita.com.tw,L'ATELIER de Joël Robuchon 侯布雄法式餐廳,needs_direct_verification,,
024,老乾杯－台北信義店,success,3,https://www.kanpaiclassic.com.tw/zh/branch,kanpaiclassic.com.tw,老乾杯&KANPAI CLASSIC | 分店據點,https://jzhappylifeday.com/kanpaiclassic/,jzhappylifeday.com,食記★老乾杯｜台北信義區日式燒肉(新光三越A9)，專人代烤和牛盛合拼盤 – JZ.Jo想吃,https://guide.easytravel.com.tw/scenic/31849,guide.easytravel.com.tw,老乾杯-信義店 | 台灣旅遊景點行程,needs_direct_verification,,
025,French Windows－British TeaHouse,success,3,https://www.wensgoodlife.com/french-windows-british-teahouse/,wensgoodlife.com,【French Windows British Teahouse 琺蘭綺瑥朵英式茶餐館】可能是全台北TWININGS唐寧茶最齊全的下午茶餐廳，經典、大師之選一次擁有，品味仕女伯爵茶LADY GREY與香橙柑橘肉桂 - 惠雯小廢文,https://carp0729.tw/2020/12/french-windows.html,carp0729.tw,【台北信義】French Windows British Teahouse 琺蘭綺瑥朵英式茶餐館｜松菸美食 @魚樂分享誌 @ 魚樂分享誌,https://ihungrybear.com/restaurants/WpWgg5p/,ihungrybear.com,【台北市信義區美食】French Windows British Teahouse 琺蘭綺瑥朵英式茶餐館 - 網友評價、菜單＆推薦餐點、食記、外送優惠 | 飢餓黑熊App,needs_direct_verification,,
026,欣葉台菜－信義A9店,success,3,https://tiffany0118.tw/shinyeh-a9/,tiffany0118.tw,[台北美食]欣葉台菜/信義新光三越A9店/入選米其林餐盤餐廳的經典台菜料理 - 小佳的幻想世界,https://shotfunlady.com/shinyeh-xinyi-a9/,shotfunlady.com,【欣葉台菜 信義新天地A9店】米其林推薦40年經典台菜餐廳，必點招牌一次看｜台北信義美食/合菜推薦｜捷運市政府站(菜單),https://bobotravel.tw/blog/post/shinyeh,bobotravel.tw,欣葉台菜信義A9店｜齊聚台菜的美好記憶！限定版六人精選套餐，優惠省錢祕技大公開 | 寶兒遊樂園,needs_direct_verification,,
029,春水堂－松菸店,success,2,https://www.wingontravel.com/discovery/restaurant-31425784,wingontravel.com,【春水堂-松菸店/松菸誠品】春水堂-松菸店/松菸誠品必吃推介台北 人氣餐廳春水堂-松菸店/松菸誠品|永安旅遊,https://www.findcoupon.tw/store-5217.htm,findcoupon.tw,春水堂 (松菸店)，02-66398957 - 找優惠,,,,needs_direct_verification,,
030,Woolloomooloo,success,3,https://woolloomooloo.tw/,woolloomooloo.tw,Woolloomooloo - 為這個城市提供多一點選擇,https://carina.com.tw/%E3%80%90%E5%8F%B0%E5%8C%97%E4%BF%A1%E7%BE%A9%E7%BE%8E%E9%A3%9F%E3%80%91woolloomooloo%E4%BF%A1%E7%BE%A9%E5%BA%97%EF%BC%9A%E6%BE%B3%E5%BC%8F%E6%97%A9%E5%8D%88%E9%A4%90%E4%B8%8B%E5%8D%88%E8%8C%B6/,carina.com.tw,【台北信義美食】Woolloomooloo信義店：澳式早午餐下午茶咖啡廳餐酒館、燈光美氣氛很好的約會餐廳推薦︱世貿台北101站 – 洋洋的吃喝玩樂,https://dailycheska.com/food/woolloomooloo/,dailycheska.com,Woolloomooloo｜信義澳式早午餐，享受自然採光和舒適座位 ｜ Rong's Life,needs_direct_verification,,
031,馬辣頂級麻辣鴛鴦火鍋信義店,success,2,https://sarychien.com/%E9%A6%AC%E8%BE%A3%E9%A0%82%E7%B4%9A%E9%BA%BB%E8%BE%A3%E9%B4%9B%E9%B4%A6%E7%81%AB%E9%8D%8B-%E4%BF%A1%E7%BE%A9%E5%BA%97/,sarychien.com,馬辣頂級麻辣鴛鴦火鍋-信義店 ｜和牛鍋物吃到飽 - 紗莉 Sary Chien,https://iriseating.com/newmalahotpot_official/,iriseating.com,新馬辣Plus｜信義區 101 景觀火鍋吃到飽，最低$798 起百種食材吃到飽 – 艾瑞絲的吃貨日常,,,,needs_direct_verification,,
032,饗食天堂信義店,success,3,https://bunnyann.tw/eatogether-0611/,bunnyann.tw,台北「饗食天堂信義店」老字號吃到飽餐廳不用千元就能吃飽,https://hanblog.tw/eatogether-xinyi/,hanblog.tw,饗食天堂 台北信義店 ~ 菜色豐富，爐烤牛排、焗烤生蠔、現煎天使紅蝦、德國豬腳，晚餐免千元吃到飽餐廳首選，CP值高,https://dailycheska.com/food/eatogether-buffet-xinyi/,dailycheska.com,饗食天堂台北信義店｜下午茶菜色、必吃推薦、訂位優惠攻略 ｜ Rong's Life,needs_direct_verification,,
033,Smith & Wollensky 牛排館,success,3,https://smithandwollensky.com.tw/,smithandwollensky.com.tw,Smith & Wollensky,https://smithandwollensky.com.tw/zh_TW/menu/taipei,smithandwollensky.com.tw,極品美饌,https://bonie.tw/smithwollensky-taipei-steakhouse/,bonie.tw,信義區美食｜Smith&Wollensky Taipei牛排屋．台北牛排推薦 @朱寶妮美食隨筆,needs_direct_verification,,
034,頂鮮101美食美景餐廳,success,3,https://taiwantour.net/101-tea/,taiwantour.net,台北美食推薦【頂鮮台南擔仔麵】101大樓必訪景觀餐廳 @跟著領隊sky玩。一日遊.美食.景點.車泊.住宿,https://www.vogue.com.tw/feature/content-4322,vogue.com.tw,頂鮮101 全亞洲最高的景觀餐廳2011元旦台北開幕|美食甜點-VOGUE時尚網 | Vogue Taiwan,https://dingxian.com.tw/,dingxian.com.tw,頂鮮｜極致海鮮餐飲品牌｜官方網站 |,needs_direct_verification,,
035,心潮飯店 Sinchao Rice Shoppe,success,3,https://linktr.ee/sinchaoriceshoppe,linktr.ee,"心潮飯店 Sinchao Rice Shoppe Official: Instagram, Facebook | Linktree",https://jjtravel.tw/sinchao-rice-shoppe/,jjtravel.tw,信義區美食｜心潮飯店微風信義，時髦復古的台式餐酒館（附2025菜單） - JJ & Jimmy,https://sosense.tw/sinchao/,sosense.tw,來份慾望炒飯，恣意揮灑的浪漫餐桌《心潮飯店 Sinchao Rice Shoppe》新台派餐酒館 - 質人星球。品玩生活,needs_direct_verification,,
036,Hooters Xinyi 美式餐廳,success,3,https://www.hooters.com.tw/,hooters.com.tw,Hooters 美式餐廳,https://www.hooters.com.tw/en/about-hooters/,hooters.com.tw,About Hooters - Hooters 美式餐廳,https://www.hooters.com.tw/en/category/event/xinyi/,hooters.com.tw,〈Xinyi〉彙整頁面 - Hooters 美式餐廳,needs_direct_verification,,
038,DA ANTONIO By 大安東尼,success,3,https://auntie.tw/da-antonio/,auntie.tw,【台北】DA ANTONIO 大安東尼 By 隨意鳥地方台北101，脆皮豬腳、經典米蘭奶油蟹肉泡芙，中價位義大利料理推薦 – 水晶安蹄 不務正業過生活,https://daantonio.oddle.me/zh_TW,daantonio.oddle.me,DA ANTONIO義大利餐廳- 線上訂餐、外帶外送官網,https://bearxchu.com/2020/47968,bearxchu.com,【台北101美食餐廳】大安東尼義大利餐廳 5F DA ANTONIO By 隨意鳥地方(內有菜單) | 韻竹 BxC Balance｜13月亮曆分享者｜迷你竹的大世界・質感日常,needs_direct_verification,,
039,樂天皇朝台灣,success,3,https://www.paradisegp.com/tc/tw/,paradisegp.com,台灣 | 樂天集團,https://paradisegrouptw.oddle.me/zh_TW,paradisegrouptw.oddle.me,樂天皇朝 - 外帶外送專區,https://ryoritaiwan.fcdc.org.tw/news/424,ryoritaiwan.fcdc.org.tw,樂天皇朝家常味新菜單｜料理．台灣 Ryori.Taiwan,needs_direct_verification,,
040,TGI Friday's,success,3,https://tgifridays.com.tw/,tgifridays.com.tw,TGI FRIDAYS 星期五美式餐廳,https://www.tgifridays.com.tw/food,tgifridays.com.tw,TGI FRIDAYS 星期五美式餐廳,https://www.casualrestaurants.com/brand,casualrestaurants.com,TGI FRIDAYS | 開展餐飲集團CasualRestaurants,needs_direct_verification,,
041,欣葉日本料理信義店,success,3,https://www.shinyeh.com.tw/content/zh/brand/Index.aspx?BrandId=4,shinyeh.com.tw,欣葉日本料理 | 欣葉國際餐飲集團,https://feitravel.tw/p-5069566332/,feitravel.tw,"【台北信義區】♥欣葉日本料理♥信義新天地A11店－多達100種和食料理隨你吃,春季料理新上市.五種不同口味的創意炸蝦祭來啦!信義區日式料理吃到飽/Buffet推薦 - 加小菲愛碎碎唸",https://www.wendyjourney.com/shinyeh/,wendyjourney.com,【2026欣葉日本料理吃到飽】欣葉館前店價格/午晚餐菜單/優惠攻略 | Wendy's Journey,needs_direct_verification,,
042,莫爾頓牛排館,success,3,https://ifoodie.com.tw/restaurant/56a8e7d12756dd3766b26931-%E8%8E%AB%E7%88%BE%E9%A0%93%E7%89%9B%E6%8E%92%E9%A4%A8-Morton-%E4%BF%A1%E7%BE%A9%E5%BE%AE%E9%A2%A8,ifoodie.com.tw,莫爾頓牛排館 Morton 信義微風 線上訂位、菜單 - 台北信義區的牛排 | 愛食記,https://tifffoodtravel.com/mortons-the-steakhouse-taipei/,tifffoodtravel.com,市政府美食｜《莫爾頓牛排館》絕美夜景！約會首選❤️台北101景觀餐廳+菜單價位全攻略,https://carfun.tw/food/52149/,carfun.tw,台北聖誕節年末聚餐約會精選，「莫爾頓牛排館」限量推出世界頂級和牛系列 - CarFun 玩車誌｜玩樂生活、輕鬆懂車,needs_direct_verification,,
043,春水堂－信義新光三越A9店,success,3,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-KsqbueWIURxuxAQ8EIy:inline-live-chunshuitang/restaurants/-KsqbufnXi_ftq44E7bU/takeout?request_locale=en_US,rsv.skm.com.tw,春水堂人文茶館線上外帶｜台北信義新天地A9｜新光三越,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-KsqbueWIURxuxAQ8EIy:inline-live-chunshuitang/restaurants/-KsqbufnXi_ftq44E7bU/waiting,rsv.skm.com.tw,春水堂人文茶館線上候位｜台北信義新天地A9｜新光三越,https://xnfood.com.tw/lazy-package-xinyi-skm-a9/,xnfood.com.tw,懶人包《台北信義新天地 新光三越 A9 餐廳、美食街》18 間餐廳、菜單餐點全攻略 (2021.10 最後更新) - 賽肥膩膩の娛樂生活誌,needs_direct_verification,,
044,瓦城泰國料理－台北阪急店,success,3,https://www.thaitown.com.tw/tw/booking,thaitown.com.tw,瓦城泰國料理｜全國最大泰國料理第一品牌！,https://wa10-thaitown.oddle.me/zh_TW,wa10-thaitown.oddle.me,瓦城泰國料理 | 線上點餐外帶/外送專區,https://ifoodie.com.tw/post/689a01cd927f8098e863c2ed-%E7%93%A6%E5%9F%8E%E6%B3%B0%E5%9C%8B%E6%96%99%E7%90%86---%E7%BE%8E%E9%BA%97%E8%8F%AF%E5%BA%97%EF%BC%8C%E4%BD%8D%E6%96%BC%E7%BE%8E%E9%BA%97%E8%8F%AF%E8%B6%85,ifoodie.com.tw,瓦城泰國料理 - 美麗華店，位於美麗華超過 15 年，生意超好，每次晚餐來吃都要排隊 | 在地老饕阿府 - 愛食記,needs_direct_verification,,
045,GB鮮釀餐廳信義店,success,3,https://eggrollcat.com/gba-brewery/,eggrollcat.com,【信義美食】吉比鮮釀餐廳GBA Brewery Restaurant-啤酒美食派對聚餐首選 - 捲貓貪玩客,https://www.gbarestaurants.com.tw/booking,gbarestaurants.com.tw,吉比鮮釀餐廳| 訂位點餐,https://www.gbarestaurants.com.tw/,gbarestaurants.com.tw,吉比鮮釀餐廳,needs_direct_verification,,
046,Bel Air Bar & Grill,success,3,https://nasheat.tw/bel-air/,nasheat.tw,終於來朝聖威靈頓牛排，香脆的酥皮搭配軟嫩的菲力，超級讚!!,https://posh.com.tw/%E5%8F%B0%E5%8C%97%E5%90%9B%E6%82%85%E9%85%92%E5%BA%97%E9%A4%90%E9%A3%B2%E3%80%90bel-air-%E5%AF%B6%E8%89%BE%E8%A5%BF%E9%A4%90%E5%BB%B3%E3%80%91/,posh.com.tw,台北君悅酒店餐飲~【Bel Air 寶艾西餐廳】@Posh by Live賞味人生 - Posh by Live 賞味人生,https://www.myfunnow.com/en/branches/2651,myfunnow.com,"Bel Air Bar and Grill｜Grand Hyatt Taipei | FunNow - On-demand online booking platform for Restaurants, Accommodations, and Massages",needs_direct_verification,,
047,茶苑－台北君悅酒店,success,3,https://ifoodie.com.tw/restaurant/56e9142f699b6e7fc05b333e-%E8%8C%B6%E8%8B%91-%E5%90%9B%E6%82%85%E9%85%92%E5%BA%97-,ifoodie.com.tw,茶苑 (君悅酒店) 24hr線上訂位 - 台北信義區的下午茶餐廳 | 愛食記,https://ajtravel.tw/20240912-0/,ajtravel.tw,2026台北美食 君悅酒店茶苑 台北素食 台北蔬食吃到飽 @AJ的旅行地圖 @ AJ的旅行地圖,https://girlsplan.com/teaeat/,girlsplan.com,茶苑｜台北君悅酒店五星級飯店素食蔬食饗宴吃到飽(菜單) @女子的休假計劃,needs_direct_verification,,
048,漂亮台式海鮮餐廳,success,1,https://tisshuang.com/blog/post/taipeiseafood,tisshuang.com,【台北海鮮餐廳推薦】吃海鮮免跑海港，嚴選10間台菜海鮮餐廳 - TISS玩味食尚,,,,,,,needs_direct_verification,,
049,燒肉同話－台北光復南店,success,2,https://misshuan.tw/chagether-yakiniku-2019-0710/,misshuan.tw,捷運台北101/世貿站美食【燒肉同話/光復南店】也有像台中燒肉套餐系列喔！變裝自己DIY！聚餐聚會！ - 瓦妮又在吃,https://joycelohas.com/chagether-yakiniku/,joycelohas.com,燒肉同話台北光復南店♥ 時尚工業風！燒肉餐廳的聚餐新選擇！（信義區/捷運信義安和站旁）♥ Joyce食尚樂活。食記 – Joy with Lohas,,,,needs_direct_verification,,
050,厲家菜,success,2,https://www.bellavita.com.tw/dining/familyli.php,bellavita.com.tw,厲家菜 宮廷御膳料理,https://shiakingkong.com/family-li-imperial-cuisine/,shiakingkong.com,厲家菜在台北：給我上個慈禧老佛爺最愛吃的 - 夏金剛的奇幻之旅,,,,needs_direct_verification,,
051,小南門傳統豆花美食,success,3,https://www.chengmeng.com.tw/brand.php?act=view&id=68,chengmeng.com.tw,小南門_品牌導覽 | 誠盟餐飲,https://www.qsquare.com.tw/food-detail.php?lv01_sel=A14112600020592&lv01_type=B3&lv02_id=A2309090001bc15,qsquare.com.tw,Q square京站時尚廣場 | 美食一覽 | 品牌介紹 | 小南門傳統豆花,https://xnfood.com.tw/small-south-gate-traditional-tofu-003/,xnfood.com.tw,《食記》『小南門傳統美食、豆花』- 台北市 捷運台北101/世貿站 台北101美食街 - 賽肥膩膩の娛樂生活誌,needs_direct_verification,,
052,徐淮人家,success,3,https://ifoodie.com.tw/restaurant/559d9dabc03a103ee86c90e9-%E5%BE%90%E6%B7%AE%E4%BA%BA%E5%AE%B6,ifoodie.com.tw,徐淮人家 - 台北中山區的中式料理 | 愛食記,https://bigpipi.tw/xu-huai-renjia/,bigpipi.tw,【南京復興站美食】徐淮人家，台北徐州菜餐廳推薦 （價錢） @翹臀吃四方,https://nasheat.tw/letsyoyoxuhuairenjia/,nasheat.tw,【南京復興美食推薦】徐淮人家｜少見徐州菜在台北！地鍋雞、羊蠍子必吃超夠味 @Nash，神之領域,needs_direct_verification,,
054,Joyce East,success,3,https://www.joycecafetw.com/JOYCEEAST/?action=menu,joycecafetw.com,JOYCE EAST,https://joycecafetw.com/JOYCEEAST/?action=index,joycecafetw.com,JOYCE EAST,https://travel.yam.com/article/130280,travel.yam.com,台北信義｜Joyce East：奢華低調，優質精緻如藝術的西式新潮料理與義式餐廳！-輕旅行,needs_direct_verification,,
055,添好運台北信義店,success,3,https://ifoodie.com.tw/restaurant/559d5538c03a103ee86c64cd-%E6%B7%BB%E5%A5%BD%E9%81%8B-HOYII%E5%8C%97%E8%BB%8A%E7%AB%99%E5%BA%97,ifoodie.com.tw,添好運 HOYII北車站店 線上訂位、菜單 - 台北中正區的港式料理 | 愛食記,https://tiffany0118.tw/timhowan/,tiffany0118.tw,[台北美食]添好運(附完整菜單)/推薦平日午茶組合最划算/米其林一星餐廳推薦 - 小佳的幻想世界,https://donna.tw/timhowan/,donna.tw,添好運｜最新消息、菜單及分店資訊 (持續更新中),needs_direct_verification,,
