candidate_id,candidate_name,match_rank,match_score,matched_tokens,registered_name,tax_id,address,food_business_registration_id,registration_item,match_status,reviewer_status,evidence_boundary
018,鼎泰豐（信義新光A4店）,3,137,鼎泰豐,鼎泰豐小吃店股份有限公司,86125275,台北市信義區松仁路58號1樓,A-186125275-00014-9,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
019,泰集 Thai Bazaar（微風信義店）,1,33,Thai,堤妲拉泰式料理 Original Thai,,台北市信義區基隆路一段37巷1-27號,A-202340845-00001-6,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
019,泰集 Thai Bazaar（微風信義店）,2,32,Thai,提妲拉Original Thai Kitchen,,台北市信義區基隆路1段37巷1之27號4樓之1,A-200200699-00001-6,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
020,探索廚房－台北寒舍艾美酒店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
021,勞瑞斯牛肋排餐廳,1,118,,勞瑞斯股份有限公司,13103036,台北市信義區松仁路26號6F,A-113103036-00001-6,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
021,勞瑞斯牛肋排餐廳,2,118,,勞瑞斯股份有限公司,13103036,台北市信義區松仁路28號6樓,A-113103036-00002-7,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
021,勞瑞斯牛肋排餐廳,3,118,,勞瑞斯股份有限公司,13103036,台北市信義區松仁路28號6樓,A-113103036-00003-8,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
022,CÉ LA VI Taipei,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
023,侯布雄法式餐廳,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
024,老乾杯－台北信義店,1,25,,聯亭餐飲有限公司台北信義店,95373710,台北市信義區松壽路11號B2F,A-202295482-00001-2,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
024,老乾杯－台北信義店,2,20,,好湯研究所(台北信義店),,台北市信義區忠孝東路五段423巷61號1樓,A-202328693-00001-3,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
025,French Windows－British TeaHouse,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
026,欣葉台菜－信義A9店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
027,Meat Love 橡木炭火韓國烤肉,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
028,Saffron 46,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
029,春水堂－松菸店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
030,Woolloomooloo,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
031,馬辣頂級麻辣鴛鴦火鍋信義店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
032,饗食天堂信義店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
033,Smith & Wollensky 牛排館,1,30,牛排館,窩牛排館,76860633,台北市信義區敦厚里永吉路３０巷１０１弄１８號,A-200192417-00001-4,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
034,頂鮮101美食美景餐廳,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
035,心潮飯店 Sinchao Rice Shoppe,1,136,心潮飯店,心潮飯店有限公司,85121878,台北市信義區忠孝東路五段68號,A-185121878-00001-9,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
035,心潮飯店 Sinchao Rice Shoppe,2,136,心潮飯店,心潮飯店有限公司,85121878,台北市信義區松智路17號四樓,A-185121878-00002-0,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
036,Hooters Xinyi 美式餐廳,1,25,美式,林斯漢堡美式餐館,88301712,台北市信義區和平東路三段173號1樓,A-200244978-00001-4,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
036,Hooters Xinyi 美式餐廳,2,22,美式,展宏美式炸雞,76866046,台北市信義區吳興街359之1號,A-200154378-00001-8,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
036,Hooters Xinyi 美式餐廳,3,22,美式,晶濎美式加州壽司,93181863,台北市信義區福德街262號1樓,A-202269100-00001-0,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
036,Hooters Xinyi 美式餐廳,4,22,美式,絕品美式小吃店,21209878,台北市信義區松山路538號,A-202330457-00001-4,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
036,Hooters Xinyi 美式餐廳,5,21,美式,酷嗑斯美式炸雞 永吉店,,台北市信義區永吉路429號,A-202262852-00001-7,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
037,凱林鐵板燒,1,30,,慶林鐵板燒,31895405,台北市信義區大仁里林口街４０號,A-202293782-00001-3,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
037,凱林鐵板燒,2,20,,天合鐵板燒小吃店,10394658,台北市信義區松山路540巷20號1樓,A-278958548-00001-4,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
037,凱林鐵板燒,3,20,,藝昇鐵板燒,72987580,台北市信義區和平東路3段327號,A-200159943-00001-1,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
038,DA ANTONIO By 大安東尼,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
039,樂天皇朝台灣,1,58,樂天皇朝,台灣樂天皇朝有限公司,42653354,台北市信義區忠孝東路五段68號4樓,A-142653354-00001-1,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
039,樂天皇朝台灣,2,58,樂天皇朝,台灣樂天皇朝有限公司,42653354,台北市信義區忠孝東路四段505號7樓7003櫃位,A-142653354-00010-1,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
040,TGI Friday's,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
041,欣葉日本料理信義店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
042,莫爾頓牛排館,1,20,,窩牛排館,76860633,台北市信義區敦厚里永吉路３０巷１０１弄１８號,A-200192417-00001-4,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
043,春水堂－信義新光三越A9店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
044,瓦城泰國料理－台北阪急店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
045,GB鮮釀餐廳信義店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
046,Bel Air Bar & Grill,1,28,Bar,The Hippo Coffee Bar,,台北市信義區虎林街164巷60弄27號,A-200245918-00001-9,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
047,茶苑－台北君悅酒店,1,26,茶苑,三號茶苑,79856009,台北市信義區台北市松仁路249號1樓,A-200186874-00001-4,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
048,漂亮台式海鮮餐廳,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
049,燒肉同話－台北光復南店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
050,厲家菜,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
051,小南門傳統豆花美食,1,116,,小南門餐飲有限公司,53740476,台北市信義區忠孝東路5段8號B2,A-153740476-00007-1,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
051,小南門傳統豆花美食,2,116,,小南門餐飲有限公司,53740476,台北市信義區松仁路58號b308櫃,A-153740476-00008-2,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
052,徐淮人家,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
053,夜上海,1,162,夜上海,夜上海餐飲有限公司,,台北市信義區松高路19號新天地A4館5樓,A-124946490-00001-7,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
054,Joyce East,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
055,添好運台北信義店,1,25,,聯亭餐飲有限公司台北信義店,95373710,台北市信義區松壽路11號B2F,A-202295482-00001-2,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
055,添好運台北信義店,2,20,,好湯研究所(台北信義店),,台北市信義區忠孝東路五段423巷61號1樓,A-202328693-00001-3,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
056,Ziga Zaga－台北君悅酒店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
057,原木燒烤餐廳 Wildwood,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
058,日本橋海鮮丼 辻半－微風信義店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
059,穆記小吃牛肉麵館,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
060,橘色涮涮屋新光三越A9店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
061,時時香－微風南山店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
062,L.A PHO 越南美食餐廳,1,39,越南美食,瓏香麵食館越南美食,,台北市信義區吳興街203號,A-200161516-00001-0,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
063,寒舍食譜－台北寒舍艾美酒店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
064,The Ukai Taipei,1,31,The,The Hippo Coffee Bar,,台北市信義區虎林街164巷60弄27號,A-200245918-00001-9,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
064,The Ukai Taipei,2,27,The,Authentic Brazilian Food,,台北市信義區紫雲街53號3樓,A-200209628-00001-7,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
065,愛爾蘭瘋薯（信義威秀）,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
066,85TD Chinese Restaurant,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
067,JK STUDIO,1,55,STUDIO,STUDIO CHOW,,台北市信義區松山路606號,A-299999005-00001-0,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
068,雲錦中餐廳－台北君悅酒店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
069,味美早餐店 Wei Mei Breakfast Restaurant,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
070,TWG Tea at Taipei 101,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
071,Just Grill,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
072,永心鳳茶,1,166,永心鳳茶,永心鳳茶有限公司,24986112,台北市信義區忠孝東路五段68號,A-124986112-00003-4,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
072,永心鳳茶,2,166,永心鳳茶,永心鳳茶有限公司,24986112,台北市信義區松智路17號二樓,A-124986112-00005-6,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
073,歐帕希臘小館,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
074,Osteria by Angie,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
075,紅花鐵板燒－台北101旗艦店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
076,開飯川食堂－台北阪急店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
077,珍寶海鮮台北信義店,1,23,,聯亭餐飲有限公司台北信義店,95373710,台北市信義區松壽路11號B2F,A-202295482-00001-2,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
078,酮版低糖餐廳,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
079,金色三麥－微風南山店,1,148,金色三麥,金色三麥餐飲股份有限公司,24692475,台北市信義區松高路11號B1,A-124692475-00002-9,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
079,金色三麥－微風南山店,2,148,金色三麥,金色三麥餐飲股份有限公司,24692475,台北市信義區松智路17號7F,A-124692475-00014-2,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
079,金色三麥－微風南山店,3,148,金色三麥,金色三麥餐飲股份有限公司,24692475,台北市信義區忠孝東路四段505號B區6樓,A-124692475-00091-7,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
080,稻舍食館－統一時代店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
081,點點心,1,162,點點心,點點心股份有限公司,42634580,台北市信義區忠孝東路五段68號B1樓,A-142634580-00001-1,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
081,點點心,2,162,點點心,點點心股份有限公司,42634580,台北市信義區松壽路12號,A-142634580-00044-8,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
082,Herbivore,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
083,Cheers－台北君悅酒店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
084,非常泰概念餐坊－Neo19店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
085,段純貞牛肉麵,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
086,燒肉中山 Zonzen,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
087,Seasons by Olivier E.,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
088,瓦城泰國料理－松山車站店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
089,The Chapter Cafe,1,37,Cafe,停看廳TKT Cafe x Dessert,,台北市信義區松德路22號,A-202265812-00001-6,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
089,The Chapter Cafe,2,30,The,The Hippo Coffee Bar,,台北市信義區虎林街164巷60弄27號,A-200245918-00001-9,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
089,The Chapter Cafe,3,27,The,Authentic Brazilian Food,,台北市信義區紫雲街53號3樓,A-200209628-00001-7,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
090,One Rule,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
091,勝博殿日式炸豬排,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
092,輪輪1976 和食茶酒驛,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
093,Khana Khazana Indian Kitchen,1,48,Kitchen,提妲拉Original Thai Kitchen,,台北市信義區基隆路1段37巷1之27號4樓之1,A-200200699-00001-6,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
094,施家麻油腰花,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
095,鯤壽司,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
096,大心新泰式麵食－台北信義威秀店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
097,納達吉印度料理 Nataraj,1,155,納達吉印度料理,納達吉印度料理有限公司,50773352,台北市信義區基隆路一段127號,A-150773352-00001-1,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
098,北平都一處,1,127,,都一處有限公司,29072066,台北市信義區仁愛路4段506號,A-129072066-00001-1,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
099,小後苑,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
100,百家班活蝦店－基隆路店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
101,北平陶然亭 Beijing－Do It True,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
102,NOLA Kitchen－信義店,1,44,Kitchen,提妲拉Original Thai Kitchen,,台北市信義區基隆路1段37巷1之27號4樓之1,A-200200699-00001-6,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
103,阮小越,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
104,牛かつもと村－遠百信義A13,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
105,瓦城泰國料理－新光三越信義店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
106,黑毛屋信義店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
107,陳根找茶,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
108,戴記獨臭之家,1,170,戴記獨臭之家,戴記獨臭之家小吃店,48844789,台北市信義區永吉路120巷3弄2號,A-200151421-00001-4,餐飲場所,strong_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
109,楓樹韓國烤肉,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
110,饗泰多－松高店,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
111,SUBWAY Taipei 101,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
112,心月懷石日本料理,,,,,,,,,no_plausible_name_lead,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
113,周胖子餃子館－忠孝店,1,21,,周胖子餃子麵食店,81621319,台北市信義區忠孝東路五段429號,A-181621319-00004-3,餐飲場所,fuzzy_name_lead_needs_manual_confirmation,pending_manual_review,Name similarity creates a lead only; it does not prove candidate-store identity or current operation.
